100111000000,0111100000100,1
100191000000,0111100009900,1
100119000000,0111200000100,1
100199000010,0111200000200,2
100199000010,0111200009900,2
100199000090,0111200009900,1
100510000000,0112100000000,1
100590300010,0112201010100,2
100590300010,0112201010200,2
100590300090,0112201020100,2
100590300090,0112201020200,2
100590200010,0112202010100,2
100590200010,0112202010200,2
100590200090,0112202020100,2
100590200090,0112202020200,2
100590100010,0112203010000,1
100590100090,0112203020000,1
100590900010,0112299010100,2
100590900010,0112299010200,2
100590900090,0112299020100,2
100590900090,0112299020200,2
100610100000,0113100000000,1
100610900010,0113200000000,1
100610900020,0113200000000,1
100610900090,0113200000000,1
100710000000,0114100000000,1
100790000000,0114200000100,2
100790000000,0114200009900,2
100310000000,0115100000000,1
100390000000,0115200000000,1
100210000000,0116100000000,1
100290000000,0116200000000,1
100410000000,0117100000000,1
100490000000,0117200000000,1
100821000000,0118100000000,1
100829000000,0118200000000,1
100860000010,0119100000100,1
100860000090,0119100009900,1
100810000010,0119200000100,1
100810000090,0119200009900,1
100840000010,0119300000100,1
100840000090,0119300009900,1
100850000010,0119400000100,1
100850000090,0119400009900,1
100830000010,0119500000100,1
100830000090,0119500009900,1
100890000010,0119900000100,1
100890000090,0119900009900,1
070920000000,0121100000000,1
070490000090,0121201010000,5
070490000090,0121201020100,5
070490000090,0121201020200,5
070420000000,0121201020300,1
070490000090,0121201020400,5
070490000090,0121201020500,5
070490000019,0121202010000,4
070490000019,0121202020100,4
070490000019,0121202020200,4
070490000019,0121202029900,4
070410000029,0121301010100,4
070410000029,0121301010200,4
070410000029,0121301020100,4
070410000029,0121301020200,4
070410000019,0121302010000,2
070410000019,0121302020000,2
070521000000,0121401010100,2
070529000000,0121401010200,2
070521000000,0121401020100,2
070529000000,0121401020200,2
070511000010,0121402010000,13
070511000090,0121402010000,13
070519000010,0121402010000,13
070519000090,0121402010000,13
070511000010,0121402020100,13
070511000090,0121402020100,13
070519000010,0121402020100,13
070519000090,0121402020100,13
070511000010,0121402020200,13
070511000090,0121402020200,13
070519000010,0121402020200,13
070519000090,0121402020200,13
070511000010,0121402020300,13
070511000090,0121402020300,13
070519000010,0121402020300,13
070519000090,0121402020300,13
070511000010,0121402020400,13
070511000090,0121402020400,13
070519000010,0121402020400,13
070519000090,0121402020400,13
070511000010,0121402020500,13
070511000090,0121402020500,13
070519000010,0121402020500,13
070519000090,0121402020500,13
070511000010,0121402020600,13
070511000090,0121402020600,13
070519000010,0121402020600,13
070519000090,0121402020600,13
070511000010,0121402020700,13
070511000090,0121402020700,13
070519000010,0121402020700,13
070519000090,0121402020700,13
070511000010,0121402020800,13
070511000090,0121402020800,13
070519000010,0121402020800,13
070519000090,0121402020800,13
070511000010,0121402020900,13
070511000090,0121402020900,13
070519000010,0121402020900,13
070519000090,0121402020900,13
070511000010,0121402021000,13
070511000090,0121402021000,13
070519000010,0121402021000,13
070519000090,0121402021000,13
070511000010,0121402021100,13
070511000090,0121402021100,13
070519000010,0121402021100,13
070519000090,0121402021100,13
070511000010,0121402029900,13
070511000090,0121402029900,13
070519000010,0121402029900,13
070519000090,0121402029900,13
070970000010,0121500010000,2
070970000090,0121500010000,2
070970000010,0121500020000,2
070970000090,0121500020000,2
070991000000,0121600010000,2
070991000000,0121600020000,2
070999909000,0121901010000,63
070999909000,0121901020100,63
070999909000,0121901020200,63
070999909000,0121999010100,63
070999909000,0121999010200,63
070999909000,0121999010300,63
070999909000,0121999010400,63
070999909000,0121999010500,63
070999909000,0121999010600,63
070999909000,0121999010700,63
070999909000,0121999010800,63
070999909000,0121999010900,63
070999909000,0121999011000,63
070999909000,0121999019900,63
070999909000,0121999020100,63
070999909000,0121999020200,63
070999909000,0121999020300,63
070999909000,0121999020400,63
070999909000,0121999020500,63
070999909000,0121999020600,63
070999909000,0121999020700,63
070999909000,0121999020800,63
070999909000,0121999020900,63
070999909000,0121999021000,63
070999909000,0121999029900,63
080711000000,0122100000100,9
080711000000,0122100000200,9
080711000000,0122100000300,9
080711000000,0122100000400,9
080711000000,0122100000500,9
080711000000,0122100000600,9
080711000000,0122100000700,9
080711000000,0122100000800,9
080711000000,0122100009900,9
080719000000,0122900000100,9
080719000000,0122900000200,9
080719000000,0122900000300,9
080719000000,0122900000400,9
080719000000,0122900000500,9
080719000000,0122900000600,9
080719000000,0122900000700,9
080719000000,0122900000800,9
080719000000,0122900009900,9
070960900090,0123100010100,13
070960900090,0123100019900,13
070960900090,0123100020100,13
070960900090,0123100020200,13
070960900090,0123100020300,13
070960900019,0123100020400,1
070960900090,0123100020400,13
070960900090,0123100020500,13
070960900090,0123100020600,13
070960200010,0123100020700,1
070960200090,0123100020700,1
070960900090,0123100020800,13
070960900090,0123100020900,13
070960900090,0123100021000,13
070960900090,0123100021100,13
070960100010,0123100021200,1
070960100090,0123100021200,1
070960900090,0123100029900,13
070700000019,0123200000100,1
070700000020,0123200000200,1
070930000000,0123300000000,1
070200000010,0123400010100,14
070200000090,0123400010100,14
070200000010,0123400010200,14
070200000090,0123400010200,14
070200000010,0123400010300,14
070200000090,0123400010300,14
070200000010,0123400010400,14
070200000090,0123400010400,14
070200000010,0123400010500,14
070200000090,0123400010500,14
070200000010,0123400010600,14
070200000090,0123400010600,14
070200000010,0123400019900,14
070200000090,0123400019900,14
070200000010,0123400020100,14
070200000090,0123400020100,14
070200000010,0123400020200,14
070200000090,0123400020200,14
070200000010,0123400020300,14
070200000090,0123400020300,14
070200000010,0123400020400,14
070200000090,0123400020400,14
070200000010,0123400020500,14
070200000090,0123400020500,14
070200000010,0123400020600,14
070200000090,0123400020600,14
070200000010,0123400029900,14
070200000090,0123400029900,14
070993900090,0123501000100,4
070993900090,0123501009900,4
070993100090,0123502000100,3
070993100090,0123502000200,3
070993100090,0123502000300,3
070993900090,0123503000000,4
070993900090,0123504000000,4
070993900029,0123505000000,3
070993200010,0123506000100,2
070993200090,0123506000100,2
070993200010,0123506009900,2
070993200090,0123506009900,2
070993900029,0123507000100,3
070993900029,0123507009900,3
070999909000,0123901000000,63
070999200090,0123902000100,7
070999200090,0123902000200,7
070999200090,0123902000300,7
070999200090,0123902000400,7
070999200090,0123902000500,7
070999200090,0123902000600,7
070999200090,0123902009900,7
070999300000,0123903000000,1
070999909000,0123904000000,63
070999909000,0123999000000,63
070820000010,0124101010000,4
070820000090,0124101010000,4
070820000010,0124101020000,4
070820000090,0124101020000,4
070820000010,0124102010000,4
070820000090,0124102010000,4
070820000010,0124102020000,4
070820000090,0124102020000,4
070810000010,0124200000000,1
070810000090,0124200000000,1
070890000000,0124300000000,4
070890000000,0124900000100,4
070890000000,0124900000200,4
070890000000,0124900009900,4
070610000019,0125101010100,4
070610000019,0125101019900,4
070610000019,0125101020100,4
070610000019,0125101029900,4
070610000020,0125102010100,4
070610000020,0125102019900,4
070610000020,0125102020100,4
070610000020,0125102029900,4
070320000010,0125200000100,1
070320000090,0125200000200,1
070310190011,0125300010100,6
070310190019,0125300010100,6
070310190020,0125300010100,6
070310190090,0125300010100,6
070310190011,0125300010200,6
070310190019,0125300010200,6
070310190020,0125300010200,6
070310190090,0125300010200,6
070310110011,0125300020100,1
070310110019,0125300020100,1
070310110020,0125300020100,1
070310110090,0125300020100,1
070310190011,0125300020200,6
070310190019,0125300020200,6
070310190020,0125300020200,6
070310190090,0125300020200,6
070310130011,0125300020300,2
070310130019,0125300020300,2
070310130020,0125300020300,2
070310130090,0125300020300,2
070310190011,0125300020400,6
070310190019,0125300020400,6
070310190020,0125300020400,6
070310190090,0125300020400,6
070310120011,0125300020500,2
070310120019,0125300020500,2
070310120020,0125300020500,2
070310120090,0125300020500,2
070310130011,0125300020600,2
070310130019,0125300020600,2
070310130020,0125300020600,2
070310130090,0125300020600,2
070310120011,0125300020700,2
070310120019,0125300020700,2
070310120020,0125300020700,2
070310120090,0125300020700,2
070310190011,0125300020800,6
070310190019,0125300020800,6
070310190020,0125300020800,6
070310190090,0125300020800,6
070310200000,0125300020900,1
070310190011,0125300029900,6
070310190019,0125300029900,6
070310190020,0125300029900,6
070310190090,0125300029900,6
070390000000,0125401010000,9
070390000000,0125401020100,9
070390000000,0125401020200,9
070390000000,0125402010000,9
070390000000,0125402020000,9
070390000000,0125403010000,9
070390000000,0125403020000,9
070390000000,0125499010000,9
070390000000,0125499020000,9
070690000090,0125901000000,2
070690000011,0125902000100,4
070690000019,0125902000100,4
070690000011,0125902000200,4
070690000019,0125902000200,4
070690000011,0125902000300,4
070690000019,0125902000300,4
070690000011,0125902009900,4
070690000019,0125902009900,4
070690000021,0125903000100,2
070690000029,0125903000100,2
070690000021,0125903000200,2
070690000029,0125903000200,2
070690000090,0125999000000,2
120991000000,0126000000100,23
120991000000,0126000000200,23
120991000000,0126000000300,23
120991000000,0126000000400,23
120991000000,0126000000500,23
120991000000,0126000000600,23
120991000000,0126000000700,23
120991000000,0126000000800,23
120991000000,0126000000900,23
120991000000,0126000001000,23
120991000000,0126000001100,23
120991000000,0126000001200,23
120991000000,0126000001300,23
120991000000,0126000001400,23
120991000000,0126000001500,23
120991000000,0126000001600,23
120991000000,0126000001700,23
120991000000,0126000001800,23
120991000000,0126000001900,23
120991000000,0126000002000,23
120991000000,0126000002100,23
120991000000,0126000002200,23
120991000000,0126000009900,23
070951000000,0127001000100,8
070951000000,0127001000200,8
070951000000,0127001000300,8
070951000000,0127001000400,8
070951000000,0127001000500,8
070951000000,0127001000600,8
070951000000,0127001000700,8
070951000000,0127001009900,8
070959000090,0127001009900,1
070959000010,0127002000000,1
070999909000,0129001010000,63
070999909000,0129001020000,63
070999909000,0129002010000,63
070999909000,0129002020000,63
070999909000,0129003010000,63
070999909000,0129003020000,63
070940000090,0129004010100,4
070940000090,0129004010200,4
070940000090,0129004020100,4
070940000090,0129004020200,4
070999909000,0129005010000,63
070999909000,0129005020000,63
070999909000,0129006010000,63
070999909000,0129006020000,63
070999909000,0129007010000,63
070999909000,0129007020000,63
070999100010,0129008010100,10
070999100090,0129008010100,10
070999100010,0129008010200,10
070999100090,0129008010200,10
070999100010,0129008010300,10
070999100090,0129008010300,10
070999100010,0129008010400,10
070999100090,0129008010400,10
070999100010,0129008019900,10
070999100090,0129008019900,10
070999100010,0129008020100,10
070999100090,0129008020100,10
070999100010,0129008020200,10
070999100090,0129008020200,10
070999100010,0129008020300,10
070999100090,0129008020300,10
070999100010,0129008020400,10
070999100090,0129008020400,10
070999100010,0129008029900,10
070999100090,0129008029900,10
070999909000,0129009000000,63
070999909000,0129010010000,63
070999909000,0129010020000,63
070999909000,0129011000000,63
070999909000,0129012010000,63
070999909000,0129012020000,63
070999909000,0129013000000,63
070999909000,0129014010000,63
070999909000,0129014020000,63
070999909000,0129015010000,63
070999909000,0129015020000,63
070999909000,0129016010000,63
070999909000,0129016020000,63
070999909000,0129017010100,63
070999909000,0129017019900,63
070999909000,0129017020100,63
070999909000,0129017029900,63
